,org_file,model_file,use_cols,index_cols,fmt,sep,head_rows,upper_bound,lower_bound,operator,mlt_file,zone_file,apply_order,fac_file,pp_file,pp_fill_value,pp_lower_limit,pp_upper_limit,pp_mpts,pp_transform,shape,chkpar,zero_based
50,org/freyberg6.rch_recharge_17.txt,freyberg6.rch_recharge_17.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,999,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1,1.00E-30,1.00E+30,,,,,FALSE
51,org/freyberg6.rch_recharge_18.txt,freyberg6.rch_recharge_18.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,999,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1,1.00E-30,1.00E+30,,,,,FALSE
52,org/freyberg6.rch_recharge_19.txt,freyberg6.rch_recharge_19.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,999,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1,1.00E-30,1.00E+30,,,,,FALSE
53,org/freyberg6.rch_recharge_20.txt,freyberg6.rch_recharge_20.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,999,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1,1.00E-30,1.00E+30,,,,,FALSE
54,org/freyberg6.rch_recharge_21.txt,freyberg6.rch_recharge_21.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,999,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1,1.00E-30,1.00E+30,,,,,FALSE
55,org/freyberg6.rch_recharge_22.txt,freyberg6.rch_recharge_22.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,999,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1,1.00E-30,1.00E+30,,,,,FALSE
56,org/freyberg6.rch_recharge_23.txt,freyberg6.rch_recharge_23.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,999,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1,1.00E-30,1.00E+30,,,,,FALSE
57,org/freyberg6.rch_recharge_24.txt,freyberg6.rch_recharge_24.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,999,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1,1.00E-30,1.00E+30,,,,,FALSE
58,org/freyberg6.rch_recharge_25.txt,freyberg6.rch_recharge_25.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,999,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1,1.00E-30,1.00E+30,,,,,FALSE
59,org/freyberg6.rch_recharge_1.txt,freyberg6.rch_recharge_1.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_1tcn_inst0_constant.csv,rch_recharge_1tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
60,org/freyberg6.rch_recharge_2.txt,freyberg6.rch_recharge_2.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_2tcn_inst0_constant.csv,rch_recharge_2tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
61,org/freyberg6.rch_recharge_3.txt,freyberg6.rch_recharge_3.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_3tcn_inst0_constant.csv,rch_recharge_3tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
62,org/freyberg6.rch_recharge_4.txt,freyberg6.rch_recharge_4.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_4tcn_inst0_constant.csv,rch_recharge_4tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
63,org/freyberg6.rch_recharge_5.txt,freyberg6.rch_recharge_5.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_5tcn_inst0_constant.csv,rch_recharge_5tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
64,org/freyberg6.rch_recharge_6.txt,freyberg6.rch_recharge_6.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_6tcn_inst0_constant.csv,rch_recharge_6tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
65,org/freyberg6.rch_recharge_7.txt,freyberg6.rch_recharge_7.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_7tcn_inst0_constant.csv,rch_recharge_7tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
66,org/freyberg6.rch_recharge_8.txt,freyberg6.rch_recharge_8.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_8tcn_inst0_constant.csv,rch_recharge_8tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
67,org/freyberg6.rch_recharge_9.txt,freyberg6.rch_recharge_9.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_9tcn_inst0_constant.csv,rch_recharge_9tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
68,org/freyberg6.rch_recharge_10.txt,freyberg6.rch_recharge_10.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_10tcn_inst0_constant.csv,rch_recharge_10tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
69,org/freyberg6.rch_recharge_11.txt,freyberg6.rch_recharge_11.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_11tcn_inst0_constant.csv,rch_recharge_11tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
70,org/freyberg6.rch_recharge_12.txt,freyberg6.rch_recharge_12.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_12tcn_inst0_constant.csv,rch_recharge_12tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
71,org/freyberg6.rch_recharge_13.txt,freyberg6.rch_recharge_13.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_13tcn_inst0_constant.csv,rch_recharge_13tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
72,org/freyberg6.rch_recharge_14.txt,freyberg6.rch_recharge_14.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_14tcn_inst0_constant.csv,rch_recharge_14tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
73,org/freyberg6.rch_recharge_15.txt,freyberg6.rch_recharge_15.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_15tcn_inst0_constant.csv,rch_recharge_15tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
74,org/freyberg6.rch_recharge_16.txt,freyberg6.rch_recharge_16.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_16tcn_inst0_constant.csv,rch_recharge_16tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
75,org/freyberg6.rch_recharge_17.txt,freyberg6.rch_recharge_17.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_17tcn_inst0_constant.csv,rch_recharge_17tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
76,org/freyberg6.rch_recharge_18.txt,freyberg6.rch_recharge_18.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_18tcn_inst0_constant.csv,rch_recharge_18tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
77,org/freyberg6.rch_recharge_19.txt,freyberg6.rch_recharge_19.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_19tcn_inst0_constant.csv,rch_recharge_19tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
78,org/freyberg6.rch_recharge_20.txt,freyberg6.rch_recharge_20.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_20tcn_inst0_constant.csv,rch_recharge_20tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
79,org/freyberg6.rch_recharge_21.txt,freyberg6.rch_recharge_21.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_21tcn_inst0_constant.csv,rch_recharge_21tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
80,org/freyberg6.rch_recharge_22.txt,freyberg6.rch_recharge_22.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_22tcn_inst0_constant.csv,rch_recharge_22tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
81,org/freyberg6.rch_recharge_23.txt,freyberg6.rch_recharge_23.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_23tcn_inst0_constant.csv,rch_recharge_23tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
82,org/freyberg6.rch_recharge_24.txt,freyberg6.rch_recharge_24.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_24tcn_inst0_constant.csv,rch_recharge_24tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
83,org/freyberg6.rch_recharge_25.txt,freyberg6.rch_recharge_25.txt,,,%15.6E,,0,0.001,0,m,mult/rch_recharge_25tcn_inst0_constant.csv,rch_recharge_25tcn_inst0_constant.csv.zone,999,,,,,,,,,,FALSE
84,org/freyberg6.ghb_stress_period_data_1.txt,freyberg6.ghb_stress_period_data_1.txt,[4],"[0, 1, 2]",free, ,0,[100.0],[0.01],m,mult/ghbcondgr_inst0_grid.csv,,999,,,,,,,,,10,FALSE
85,org/freyberg6.ghb_stress_period_data_1.txt,freyberg6.ghb_stress_period_data_1.txt,[4],"[0, 1, 2]",free, ,0,[100.0],[0.01],m,mult/ghbcondcn_inst0_constant.csv,,999,,,,,,,,,10,FALSE
86,org/freyberg6.ghb_stress_period_data_1.txt,freyberg6.ghb_stress_period_data_1.txt,[3],"[0, 1, 2]",free, ,0,[42.0],[32.5],a,mult/ghbheadgr_inst0_grid.csv,,999,,,,,,,,,10,FALSE
87,org/freyberg6.ghb_stress_period_data_1.txt,freyberg6.ghb_stress_period_data_1.txt,[3],"[0, 1, 2]",free, ,0,[42.0],[32.5],a,mult/ghbheadcn_inst0_constant.csv,,999,,,,,,,,,10,FALSE
88,org/freyberg6.wel_stress_period_data_1.txt,freyberg6.wel_stress_period_data_1.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst0_constant.csv,,999,,,,,,,,,7,FALSE
89,org/freyberg6.wel_stress_period_data_1.txt,freyberg6.wel_stress_period_data_1.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst0_grid.csv,,999,,,,,,,,,7,FALSE
90,org/freyberg6.wel_stress_period_data_2.txt,freyberg6.wel_stress_period_data_2.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst1_constant.csv,,999,,,,,,,,,7,FALSE
91,org/freyberg6.wel_stress_period_data_2.txt,freyberg6.wel_stress_period_data_2.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst1_grid.csv,,999,,,,,,,,,7,FALSE
92,org/freyberg6.wel_stress_period_data_3.txt,freyberg6.wel_stress_period_data_3.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst2_constant.csv,,999,,,,,,,,,7,FALSE
93,org/freyberg6.wel_stress_period_data_3.txt,freyberg6.wel_stress_period_data_3.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst2_grid.csv,,999,,,,,,,,,7,FALSE
94,org/freyberg6.wel_stress_period_data_4.txt,freyberg6.wel_stress_period_data_4.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst3_constant.csv,,999,,,,,,,,,7,FALSE
95,org/freyberg6.wel_stress_period_data_4.txt,freyberg6.wel_stress_period_data_4.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst3_grid.csv,,999,,,,,,,,,7,FALSE
96,org/freyberg6.wel_stress_period_data_5.txt,freyberg6.wel_stress_period_data_5.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst4_constant.csv,,999,,,,,,,,,7,FALSE
97,org/freyberg6.wel_stress_period_data_5.txt,freyberg6.wel_stress_period_data_5.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst4_grid.csv,,999,,,,,,,,,7,FALSE
98,org/freyberg6.wel_stress_period_data_6.txt,freyberg6.wel_stress_period_data_6.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst5_constant.csv,,999,,,,,,,,,7,FALSE
99,org/freyberg6.wel_stress_period_data_6.txt,freyberg6.wel_stress_period_data_6.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst5_grid.csv,,999,,,,,,,,,7,FALSE
100,org/freyberg6.wel_stress_period_data_7.txt,freyberg6.wel_stress_period_data_7.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst6_constant.csv,,999,,,,,,,,,7,FALSE
101,org/freyberg6.wel_stress_period_data_7.txt,freyberg6.wel_stress_period_data_7.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst6_grid.csv,,999,,,,,,,,,7,FALSE
102,org/freyberg6.wel_stress_period_data_8.txt,freyberg6.wel_stress_period_data_8.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst7_constant.csv,,999,,,,,,,,,7,FALSE
103,org/freyberg6.wel_stress_period_data_8.txt,freyberg6.wel_stress_period_data_8.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst7_grid.csv,,999,,,,,,,,,7,FALSE
